"Position X","Position Y","Position Z","Unit","Category","Collection","Time","Parent","ID"
94.26,178.26,0.50,"um","Spot","Position",22,1000000025,759
95.61,178.61,0.50,"um","Spot","Position",23,1000000025,807
97.74,179.00,0.50,"um","Spot","Position",24,1000000025,855
99.19,178.57,0.50,"um","Spot","Position",25,1000000025,903
101.64,176.02,0.50,"um","Spot","Position",26,1000000025,957
102.10,176.20,0.50,"um","Spot","Position",27,1000000025,1008
104.91,174.73,0.50,"um","Spot","Position",28,1000000025,1057
104.25,175.03,0.50,"um","Spot","Position",29,1000000025,1108
108.14,173.82,0.50,"um","Spot","Position",30,1000000025,1157
107.54,172.41,0.50,"um","Spot","Position",31,1000000025,1204
108.47,172.14,0.50,"um","Spot","Position",32,1000000025,1250
109.97,172.00,0.50,"um","Spot","Position",33,1000000025,1297
112.79,171.74,0.50,"um","Spot","Position",34,1000000025,1345
113.35,170.37,0.50,"um","Spot","Position",35,1000000025,1392
112.51,168.56,0.50,"um","Spot","Position",36,1000000025,1439
112.78,167.63,0.50,"um","Spot","Position",37,1000000025,1488
113.29,165.48,0.50,"um","Spot","Position",38,1000000025,1537
113.61,163.59,0.50,"um","Spot","Position",39,1000000025,1589
112.72,162.36,0.50,"um","Spot","Position",40,1000000025,1637
114.07,161.40,0.50,"um","Spot","Position",41,1000000025,1683
111.88,160.99,0.50,"um","Spot","Position",42,1000000025,1734
111.77,159.82,0.50,"um","Spot","Position",43,1000000025,1784
107.80,159.68,0.50,"um","Spot","Position",44,1000000025,1838
108.10,158.34,0.50,"um","Spot","Position",45,1000000025,1895
106.99,157.35,0.50,"um","Spot","Position",46,1000000025,1955
106.54,154.95,0.50,"um","Spot","Position",48,1000000025,2069
106.91,154.03,0.50,"um","Spot","Position",49,1000000025,2126
109.64,152.84,0.50,"um","Spot","Position",50,1000000025,2181
110.99,151.53,0.50,"um","Spot","Position",51,1000000025,2239
112.78,150.30,0.50,"um","Spot","Position",52,1000000025,2295
113.10,152.95,0.50,"um","Spot","Position",53,1000000025,2351
114.84,151.93,0.50,"um","Spot","Position",54,1000000025,2408
117.30,151.60,0.50,"um","Spot","Position",55,1000000025,2466
119.04,152.62,0.50,"um","Spot","Position",56,1000000025,2531
119.23,154.00,0.50,"um","Spot","Position",57,1000000025,2594
119.56,153.49,0.50,"um","Spot","Position",58,1000000025,2661
121.21,152.57,0.50,"um","Spot","Position",59,1000000025,2727
125.31,152.09,0.50,"um","Spot","Position",60,1000000025,2795
0.22,117.75,0.50,"um","Spot","Position",6,1000000026,107
0.22,117.93,0.50,"um","Spot","Position",7,1000000026,131
0.22,117.95,0.50,"um","Spot","Position",8,1000000026,158
0.22,121.65,0.50,"um","Spot","Position",9,1000000026,190
2.26,122.32,0.50,"um","Spot","Position",10,1000000026,222
3.19,124.28,0.50,"um","Spot","Position",11,1000000026,256
3.98,124.65,0.50,"um","Spot","Position",12,1000000026,291
3.08,124.76,0.50,"um","Spot","Position",13,1000000026,330
5.38,126.66,0.50,"um","Spot","Position",14,1000000026,369
5.02,126.65,0.50,"um","Spot","Position",15,1000000026,409
4.79,127.67,0.50,"um","Spot","Position",16,1000000026,449
6.81,130.28,0.50,"um","Spot","Position",17,1000000026,497
7.17,133.46,0.50,"um","Spot","Position",18,1000000026,545
6.40,135.25,0.50,"um","Spot","Position",19,1000000026,594
6.27,136.13,0.50,"um","Spot","Position",20,1000000026,644
5.10,141.76,0.50,"um","Spot","Position",21,1000000026,691
1.85,145.20,0.50,"um","Spot","Position",22,1000000026,740
0.22,148.88,0.50,"um","Spot","Position",23,1000000026,788
1.82,153.61,0.50,"um","Spot","Position",24,1000000026,834
0.22,156.85,0.50,"um","Spot","Position",25,1000000026,881
0.22,160.56,0.50,"um","Spot","Position",26,1000000026,932
0.22,172.90,0.50,"um","Spot","Position",29,1000000026,1085
0.22,178.01,0.50,"um","Spot","Position",30,1000000026,1134
0.22,180.43,0.50,"um","Spot","Position",31,1000000026,1181
0.22,177.46,0.50,"um","Spot","Position",32,1000000026,1229
0.22,177.22,0.50,"um","Spot","Position",34,1000000026,1324
0.22,177.66,0.50,"um","Spot","Position",36,1000000026,1419
0.22,175.66,0.50,"um","Spot","Position",37,1000000026,1465
0.22,175.30,0.50,"um","Spot","Position",38,1000000026,1517
127.43,192.16,0.50,"um","Spot","Position",6,1000000027,121
126.88,192.26,0.50,"um","Spot","Position",7,1000000027,147
121.96,197.45,0.50,"um","Spot","Position",10,1000000027,241
122.76,196.86,0.50,"um","Spot","Position",11,1000000027,275
122.14,196.54,0.50,"um","Spot","Position",12,1000000027,312
122.99,195.84,0.50,"um","Spot","Position",13,1000000027,351
122.52,196.38,0.50,"um","Spot","Position",14,1000000027,389
121.95,198.09,0.50,"um","Spot","Position",15,1000000027,431
121.01,198.50,0.50,"um","Spot","Position",16,1000000027,473
121.20,198.93,0.50,"um","Spot","Position",17,1000000027,520
120.98,199.08,0.50,"um","Spot","Position",18,1000000027,570
120.53,199.83,0.50,"um","Spot","Position",19,1000000027,618
120.36,200.85,0.50,"um","Spot","Position",20,1000000027,670
121.03,201.19,0.50,"um","Spot","Position",21,1000000027,719
120.49,201.33,0.50,"um","Spot","Position",22,1000000027,765
119.72,201.66,0.50,"um","Spot","Position",23,1000000027,813
121.29,200.48,0.50,"um","Spot","Position",25,1000000027,907
121.11,200.03,0.50,"um","Spot","Position",26,1000000027,959
115.97,204.17,0.50,"um","Spot","Position",29,1000000027,1109
116.92,204.50,0.50,"um","Spot","Position",30,1000000027,1158
117.33,206.44,0.50,"um","Spot","Position",32,1000000027,1252
117.59,207.02,0.50,"um","Spot","Position",33,1000000027,1298
116.98,207.75,0.50,"um","Spot","Position",34,1000000027,1347
117.47,207.58,0.50,"um","Spot","Position",35,1000000027,1393
115.53,212.45,0.50,"um","Spot","Position",36,1000000027,1440
115.86,211.84,0.50,"um","Spot","Position",37,1000000027,1489
115.90,211.97,0.50,"um","Spot","Position",38,1000000027,1538
116.22,215.43,0.50,"um","Spot","Position",39,1000000027,1590
118.50,217.27,0.50,"um","Spot","Position",40,1000000027,1638
117.65,216.99,0.50,"um","Spot","Position",41,1000000027,1684
117.16,216.39,0.50,"um","Spot","Position",42,1000000027,1735
116.53,215.38,0.50,"um","Spot","Position",43,1000000027,1786
116.73,215.51,0.50,"um","Spot","Position",44,1000000027,1840
117.01,215.30,0.50,"um","Spot","Position",45,1000000027,1898
117.40,215.15,0.50,"um","Spot","Position",46,1000000027,1958
117.07,214.70,0.50,"um","Spot","Position",47,1000000027,2015
116.88,214.51,0.50,"um","Spot","Position",48,1000000027,2072
117.03,215.38,0.50,"um","Spot","Position",49,1000000027,2129
117.07,215.63,0.50,"um","Spot","Position",50,1000000027,2183
117.34,215.14,0.50,"um","Spot","Position",51,1000000027,2241
117.23,214.77,0.50,"um","Spot","Position",52,1000000027,2296
117.13,214.57,0.50,"um","Spot","Position",53,1000000027,2353
117.03,214.13,0.50,"um","Spot","Position",54,1000000027,2410
117.39,214.32,0.50,"um","Spot","Position",55,1000000027,2467
117.04,214.33,0.50,"um","Spot","Position",56,1000000027,2530
117.03,214.39,0.50,"um","Spot","Position",57,1000000027,2593
117.13,214.12,0.50,"um","Spot","Position",58,1000000027,2660
117.21,214.03,0.50,"um","Spot","Position",59,1000000027,2726
117.52,214.64,0.50,"um","Spot","Position",60,1000000027,2791
117.20,214.07,0.50,"um","Spot","Position",61,1000000027,2852
117.08,213.24,0.50,"um","Spot","Position",62,1000000027,2913
117.34,213.07,0.50,"um","Spot","Position",63,1000000027,2979
117.31,213.27,0.50,"um","Spot","Position",64,1000000027,3045
117.52,213.75,0.50,"um","Spot","Position",65,1000000027,3106
117.70,214.69,0.50,"um","Spot","Position",66,1000000027,3167
117.46,216.55,0.50,"um","Spot","Position",67,1000000027,3233
117.44,218.25,0.50,"um","Spot","Position",68,1000000027,3294
111.44,214.08,0.50,"um","Spot","Position",70,1000000027,3420
106.26,207.65,0.50,"um","Spot","Position",71,1000000027,3481
108.61,198.29,0.50,"um","Spot","Position",72,1000000027,3541
110.13,187.69,0.50,"um","Spot","Position",73,1000000027,3602
114.65,186.43,0.50,"um","Spot","Position",74,1000000027,3660
125.29,188.88,0.50,"um","Spot","Position",75,1000000027,3722
134.05,186.05,0.50,"um","Spot","Position",76,1000000027,3783
143.35,188.72,0.50,"um","Spot","Position",77,1000000027,3848
155.21,189.76,0.50,"um","Spot","Position",78,1000000027,3929
155.38,183.56,0.50,"um","Spot","Position",79,1000000027,3968
161.12,177.26,0.50,"um","Spot","Position",80,1000000027,4028
170.83,172.77,0.50,"um","Spot","Position",81,1000000027,4093
30.92,63.50,0.50,"um","Spot","Position",7,1000000028,134
27.01,63.53,0.50,"um","Spot","Position",8,1000000028,189
27.69,65.37,0.50,"um","Spot","Position",9,1000000028,192
25.60,66.58,0.50,"um","Spot","Position",10,1000000028,224
27.42,67.46,0.50,"um","Spot","Position",11,1000000028,259
28.29,66.31,0.50,"um","Spot","Position",12,1000000028,294
28.33,64.95,0.50,"um","Spot","Position",13,1000000028,332
28.45,67.55,0.50,"um","Spot","Position",14,1000000028,371
28.83,68.92,0.50,"um","Spot","Position",15,1000000028,412
28.94,70.91,0.50,"um","Spot","Position",16,1000000028,452
27.45,71.34,0.50,"um","Spot","Position",17,1000000028,500
28.02,71.38,0.50,"um","Spot","Position",18,1000000028,549
30.30,72.82,0.50,"um","Spot","Position",19,1000000028,598
29.87,76.06,0.50,"um","Spot","Position",20,1000000028,649
29.08,76.22,0.50,"um","Spot","Position",21,1000000028,696
27.71,79.73,0.50,"um","Spot","Position",22,1000000028,743
27.98,81.45,0.50,"um","Spot","Position",23,1000000028,793
28.28,81.44,0.50,"um","Spot","Position",24,1000000028,837
27.60,82.20,0.50,"um","Spot","Position",25,1000000028,885
27.55,81.69,0.50,"um","Spot","Position",26,1000000028,935
25.13,85.60,0.50,"um","Spot","Position",27,1000000028,988
25.49,86.69,0.50,"um","Spot","Position",28,1000000028,1037
24.55,88.52,0.50,"um","Spot","Position",29,1000000028,1089
28.03,86.37,0.50,"um","Spot","Position",30,1000000028,1137
29.02,84.11,0.50,"um","Spot","Position",31,1000000028,1185
32.41,83.56,0.50,"um","Spot","Position",32,1000000028,1234
30.91,82.82,0.50,"um","Spot","Position",33,1000000028,1281
32.26,83.27,0.50,"um","Spot","Position",34,1000000028,1331
25.67,83.60,0.50,"um","Spot","Position",35,1000000028,1373
24.22,83.93,0.50,"um","Spot","Position",36,1000000028,1422
21.37,85.48,0.50,"um","Spot","Position",37,1000000028,1469
21.88,85.46,0.50,"um","Spot","Position",38,1000000028,1520
20.64,86.33,0.50,"um","Spot","Position",39,1000000028,1569
21.31,87.00,0.50,"um","Spot","Position",40,1000000028,1618
19.50,88.47,0.50,"um","Spot","Position",41,1000000028,1664
21.88,84.23,0.50,"um","Spot","Position",42,1000000028,1713
25.89,82.56,0.50,"um","Spot","Position",43,1000000028,1765
32.94,70.94,0.50,"um","Spot","Position",45,1000000028,1876
36.42,63.00,0.50,"um","Spot","Position",46,1000000028,1937
44.69,64.17,0.50,"um","Spot","Position",47,1000000028,1996
64.23,65.61,0.50,"um","Spot","Position",49,1000000028,2114
74.15,65.92,0.50,"um","Spot","Position",50,1000000028,2172
55.73,33.98,0.50,"um","Spot","Position",7,1000000029,138
55.60,32.47,0.50,"um","Spot","Position",8,1000000029,167
57.90,34.42,0.50,"um","Spot","Position",9,1000000029,200
56.75,35.92,0.50,"um","Spot","Position",10,1000000029,232
59.94,31.71,0.50,"um","Spot","Position",11,1000000029,266
66.20,27.39,0.50,"um","Spot","Position",12,1000000029,302
71.98,25.41,0.50,"um","Spot","Position",13,1000000029,341
77.18,19.58,0.50,"um","Spot","Position",14,1000000029,379
79.24,15.70,0.50,"um","Spot","Position",15,1000000029,421
76.46,5.29,0.50,"um","Spot","Position",16,1000000029,463
155.84,181.34,0.50,"um","Spot","Position",7,1000000030,152
154.36,182.15,0.50,"um","Spot","Position",8,1000000030,181
153.35,182.48,0.50,"um","Spot","Position",9,1000000030,213
154.12,184.18,0.50,"um","Spot","Position",10,1000000030,247
157.03,181.63,0.50,"um","Spot","Position",11,1000000030,281
155.07,179.35,0.50,"um","Spot","Position",12,1000000030,319
154.98,178.77,0.50,"um","Spot","Position",13,1000000030,358
156.29,178.48,0.50,"um","Spot","Position",14,1000000030,397
156.54,176.94,0.50,"um","Spot","Position",15,1000000030,439
158.91,175.99,0.50,"um","Spot","Position",16,1000000030,482
159.37,178.72,0.50,"um","Spot","Position",17,1000000030,530
153.73,175.90,0.50,"um","Spot","Position",18,1000000030,580
156.54,176.79,0.50,"um","Spot","Position",19,1000000030,628
156.20,176.85,0.50,"um","Spot","Position",20,1000000030,679
154.40,177.25,0.50,"um","Spot","Position",21,1000000030,728
154.52,176.70,0.50,"um","Spot","Position",22,1000000030,775
153.95,176.88,0.50,"um","Spot","Position",23,1000000030,822
153.52,177.97,0.50,"um","Spot","Position",24,1000000030,868
153.06,177.98,0.50,"um","Spot","Position",25,1000000030,916
152.77,178.55,0.50,"um","Spot","Position",26,1000000030,970
151.40,178.16,0.50,"um","Spot","Position",27,1000000030,1018
150.14,176.64,0.50,"um","Spot","Position",28,1000000030,1067
149.92,175.64,0.50,"um","Spot","Position",29,1000000030,1117
149.21,174.99,0.50,"um","Spot","Position",30,1000000030,1167
148.54,173.40,0.50,"um","Spot","Position",31,1000000030,1212
148.32,173.77,0.50,"um","Spot","Position",32,1000000030,1261
148.66,173.19,0.50,"um","Spot","Position",33,1000000030,1306
147.87,171.72,0.50,"um","Spot","Position",34,1000000030,1354
146.78,171.43,0.50,"um","Spot","Position",35,1000000030,1400
146.12,171.60,0.50,"um","Spot","Position",36,1000000030,1447
144.47,172.94,0.50,"um","Spot","Position",37,1000000030,1497
145.43,172.02,0.50,"um","Spot","Position",38,1000000030,1545
142.34,172.23,0.50,"um","Spot","Position",39,1000000030,1596
142.78,172.02,0.50,"um","Spot","Position",40,1000000030,1645
142.77,171.42,0.50,"um","Spot","Position",41,1000000030,1691
142.13,169.87,0.50,"um","Spot","Position",42,1000000030,1742
140.84,169.69,0.50,"um","Spot","Position",43,1000000030,1793
141.28,169.46,0.50,"um","Spot","Position",44,1000000030,1847
141.56,167.27,0.50,"um","Spot","Position",45,1000000030,1906
139.73,166.95,0.50,"um","Spot","Position",46,1000000030,1964
139.31,166.07,0.50,"um","Spot","Position",47,1000000030,2022
137.03,167.08,0.50,"um","Spot","Position",48,1000000030,2076
137.99,165.95,0.50,"um","Spot","Position",49,1000000030,2135
136.40,164.41,0.50,"um","Spot","Position",50,1000000030,2188
136.65,165.41,0.50,"um","Spot","Position",51,1000000030,2245
134.52,164.96,0.50,"um","Spot","Position",52,1000000030,2301
134.04,166.41,0.50,"um","Spot","Position",53,1000000030,2358
133.62,166.18,0.50,"um","Spot","Position",54,1000000030,2414
131.52,168.65,0.50,"um","Spot","Position",55,1000000030,2471
130.87,168.90,0.50,"um","Spot","Position",56,1000000030,2534
128.03,169.38,0.50,"um","Spot","Position",57,1000000030,2598
126.75,170.12,0.50,"um","Spot","Position",58,1000000030,2663
124.91,170.05,0.50,"um","Spot","Position",59,1000000030,2730
124.30,169.21,0.50,"um","Spot","Position",60,1000000030,2793
122.99,168.73,0.50,"um","Spot","Position",61,1000000030,2853
122.04,167.58,0.50,"um","Spot","Position",62,1000000030,2915
122.16,167.30,0.50,"um","Spot","Position",63,1000000030,2982
120.90,166.01,0.50,"um","Spot","Position",64,1000000030,3046
120.63,167.51,0.50,"um","Spot","Position",65,1000000030,3107
120.30,167.45,0.50,"um","Spot","Position",66,1000000030,3169
119.93,165.73,0.50,"um","Spot","Position",67,1000000030,3234
119.42,165.50,0.50,"um","Spot","Position",68,1000000030,3295
118.18,166.95,0.50,"um","Spot","Position",69,1000000030,3357
117.00,167.51,0.50,"um","Spot","Position",70,1000000030,3422
117.14,168.64,0.50,"um","Spot","Position",71,1000000030,3485
115.93,170.18,0.50,"um","Spot","Position",72,1000000030,3544
115.41,170.88,0.50,"um","Spot","Position",73,1000000030,3603
114.50,171.25,0.50,"um","Spot","Position",74,1000000030,3659
113.96,171.45,0.50,"um","Spot","Position",75,1000000030,3718
111.90,173.06,0.50,"um","Spot","Position",76,1000000030,3776
110.04,174.06,0.50,"um","Spot","Position",77,1000000030,3836
109.05,174.86,0.50,"um","Spot","Position",78,1000000030,3895
107.90,175.01,0.50,"um","Spot","Position",79,1000000030,3954
107.54,175.54,0.50,"um","Spot","Position",80,1000000030,4010
106.91,176.35,0.50,"um","Spot","Position",81,1000000030,4069
106.51,175.95,0.50,"um","Spot","Position",82,1000000030,4128
106.80,177.14,0.50,"um","Spot","Position",83,1000000030,4188
106.43,177.14,0.50,"um","Spot","Position",84,1000000030,4247
106.11,178.51,0.50,"um","Spot","Position",85,1000000030,4307
105.63,178.42,0.50,"um","Spot","Position",86,1000000030,4366
104.92,180.76,0.50,"um","Spot","Position",87,1000000030,4424
105.13,181.08,0.50,"um","Spot","Position",88,1000000030,4486
105.26,181.31,0.50,"um","Spot","Position",89,1000000030,4549
105.12,181.85,0.50,"um","Spot","Position",90,1000000030,4608
104.20,183.93,0.50,"um","Spot","Position",91,1000000030,4667
103.29,184.72,0.50,"um","Spot","Position",92,1000000030,4728
100.51,184.96,0.50,"um","Spot","Position",93,1000000030,4788
101.59,184.82,0.50,"um","Spot","Position",94,1000000030,4847
99.99,185.41,0.50,"um","Spot","Position",95,1000000030,4908
99.92,186.19,0.50,"um","Spot","Position",96,1000000030,4971
99.91,185.62,0.50,"um","Spot","Position",97,1000000030,5031
97.74,185.92,0.50,"um","Spot","Position",98,1000000030,5087
97.13,185.61,0.50,"um","Spot","Position",99,1000000030,5146
95.59,185.94,0.50,"um","Spot","Position",100,1000000030,5202
96.21,186.72,0.50,"um","Spot","Position",101,1000000030,5258
95.21,188.37,0.50,"um","Spot","Position",102,1000000030,5312
94.98,187.31,0.50,"um","Spot","Position",103,1000000030,5368
93.38,187.72,0.50,"um","Spot","Position",104,1000000030,5428
91.19,186.69,0.50,"um","Spot","Position",105,1000000030,5481
90.34,186.21,0.50,"um","Spot","Position",106,1000000030,5535
89.20,185.51,0.50,"um","Spot","Position",107,1000000030,5588
89.41,185.72,0.50,"um","Spot","Position",108,1000000030,5640
88.57,185.60,0.50,"um","Spot","Position",109,1000000030,5697
87.16,185.30,0.50,"um","Spot","Position",110,1000000030,5751
87.03,184.59,0.50,"um","Spot","Position",111,1000000030,5805
85.48,183.36,0.50,"um","Spot","Position",112,1000000030,5856
85.49,183.71,0.50,"um","Spot","Position",113,1000000030,5907
82.69,182.72,0.50,"um","Spot","Position",114,1000000030,5956
81.87,181.89,0.50,"um","Spot","Position",115,1000000030,6009
81.06,181.31,0.50,"um","Spot","Position",116,1000000030,6064
81.04,180.37,0.50,"um","Spot","Position",117,1000000030,6118
81.53,180.10,0.50,"um","Spot","Position",118,1000000030,6173
81.20,178.01,0.50,"um","Spot","Position",119,1000000030,6229
81.21,178.08,0.50,"um","Spot","Position",120,1000000030,6285
82.32,174.69,0.50,"um","Spot","Position",121,1000000030,6341
81.21,174.53,0.50,"um","Spot","Position",122,1000000030,6400
82.11,173.79,0.50,"um","Spot","Position",123,1000000030,6462
81.92,172.68,0.50,"um","Spot","Position",124,1000000030,6520
82.25,171.50,0.50,"um","Spot","Position",125,1000000030,6582
81.88,170.37,0.50,"um","Spot","Position",126,1000000030,6644
82.05,168.46,0.50,"um","Spot","Position",127,1000000030,6700
83.07,168.66,0.50,"um","Spot","Position",128,1000000030,6758
83.49,167.87,0.50,"um","Spot","Position",129,1000000030,6814
84.81,166.11,0.50,"um","Spot","Position",130,1000000030,6869
86.73,164.81,0.50,"um","Spot","Position",131,1000000030,6924
88.03,166.43,0.50,"um","Spot","Position",132,1000000030,6979
88.69,165.75,0.50,"um","Spot","Position",133,1000000030,7037
89.48,163.59,0.50,"um","Spot","Position",134,1000000030,7093
89.13,163.36,0.50,"um","Spot","Position",135,1000000030,7152
91.01,161.40,0.50,"um","Spot","Position",136,1000000030,7213
92.42,161.51,0.50,"um","Spot","Position",137,1000000030,7273
94.63,160.74,0.50,"um","Spot","Position",138,1000000030,7334
95.63,159.46,0.50,"um","Spot","Position",139,1000000030,7395
94.81,158.37,0.50,"um","Spot","Position",140,1000000030,7455
97.08,157.79,0.50,"um","Spot","Position",141,1000000030,7516
96.40,157.26,0.50,"um","Spot","Position",142,1000000030,7573
96.79,155.95,0.50,"um","Spot","Position",143,1000000030,7631
97.28,155.35,0.50,"um","Spot","Position",144,1000000030,7690
97.83,153.48,0.50,"um","Spot","Position",145,1000000030,7750
97.50,152.80,0.50,"um","Spot","Position",146,1000000030,7809
98.86,153.00,0.50,"um","Spot","Position",147,1000000030,7870
98.34,152.69,0.50,"um","Spot","Position",148,1000000030,7929
99.52,152.09,0.50,"um","Spot","Position",149,1000000030,7991
101.29,151.70,0.50,"um","Spot","Position",150,1000000030,8050
104.00,151.71,0.50,"um","Spot","Position",151,1000000030,8110
104.46,153.17,0.50,"um","Spot","Position",152,1000000030,8166
106.75,153.56,0.50,"um","Spot","Position",153,1000000030,8229
107.94,153.23,0.50,"um","Spot","Position",154,1000000030,8292
108.08,153.69,0.50,"um","Spot","Position",155,1000000030,8353
109.88,154.47,0.50,"um","Spot","Position",156,1000000030,8416
112.21,155.26,0.50,"um","Spot","Position",157,1000000030,8477
114.04,156.57,0.50,"um","Spot","Position",158,1000000030,8537
114.31,156.36,0.50,"um","Spot","Position",159,1000000030,8598
114.14,159.92,0.50,"um","Spot","Position",160,1000000030,8659
114.41,160.39,0.50,"um","Spot","Position",161,1000000030,8720
115.12,161.09,0.50,"um","Spot","Position",162,1000000030,8780
115.04,162.20,0.50,"um","Spot","Position",163,1000000030,8841
115.13,164.82,0.50,"um","Spot","Position",164,1000000030,8897
114.93,165.53,0.50,"um","Spot","Position",165,1000000030,8951
115.42,168.32,0.50,"um","Spot","Position",166,1000000030,9008
114.44,170.01,0.50,"um","Spot","Position",167,1000000030,9067
114.05,171.42,0.50,"um","Spot","Position",168,1000000030,9122
29.04,139.63,0.50,"um","Spot","Position",8,1000000031,161
35.14,138.66,0.50,"um","Spot","Position",9,1000000031,195
36.32,138.42,0.50,"um","Spot","Position",10,1000000031,228
40.15,141.64,0.50,"um","Spot","Position",11,1000000031,262
41.44,142.16,0.50,"um","Spot","Position",12,1000000031,298
41.82,144.05,0.50,"um","Spot","Position",13,1000000031,336
40.74,145.66,0.50,"um","Spot","Position",14,1000000031,375
43.10,149.29,0.50,"um","Spot","Position",15,1000000031,416
44.85,153.36,0.50,"um","Spot","Position",16,1000000031,457
48.73,155.16,0.50,"um","Spot","Position",17,1000000031,504
50.68,154.52,0.50,"um","Spot","Position",18,1000000031,553
51.63,155.45,0.50,"um","Spot","Position",19,1000000031,602
54.43,155.22,0.50,"um","Spot","Position",20,1000000031,653
62.38,157.48,0.50,"um","Spot","Position",21,1000000031,706
67.68,155.27,0.50,"um","Spot","Position",22,1000000031,754
72.11,150.58,0.50,"um","Spot","Position",23,1000000031,802
72.86,148.71,0.50,"um","Spot","Position",24,1000000031,849
70.68,142.63,0.50,"um","Spot","Position",25,1000000031,895
69.30,137.82,0.50,"um","Spot","Position",26,1000000031,945
65.94,133.81,0.50,"um","Spot","Position",27,1000000031,997
64.39,130.41,0.50,"um","Spot","Position",28,1000000031,1046
63.19,125.99,0.50,"um","Spot","Position",29,1000000031,1097
62.42,122.77,0.50,"um","Spot","Position",30,1000000031,1145
58.89,115.78,0.50,"um","Spot","Position",31,1000000031,1193
53.91,108.59,0.50,"um","Spot","Position",32,1000000031,1241
53.92,87.44,0.50,"um","Spot","Position",35,1000000031,1383
59.18,79.90,0.50,"um","Spot","Position",36,1000000031,1430
58.98,70.65,0.50,"um","Spot","Position",37,1000000031,1479
39.37,93.58,0.50,"um","Spot","Position",8,1000000032,163
36.78,92.51,0.50,"um","Spot","Position",9,1000000032,196
31.83,89.54,0.50,"um","Spot","Position",10,1000000032,225
54.14,70.10,0.50,"um","Spot","Position",8,1000000033,166
52.44,70.89,0.50,"um","Spot","Position",9,1000000033,199
53.19,73.26,0.50,"um","Spot","Position",10,1000000033,231
54.06,74.37,0.50,"um","Spot","Position",11,1000000033,265
51.26,77.84,0.50,"um","Spot","Position",12,1000000033,301
50.24,78.01,0.50,"um","Spot","Position",13,1000000033,337
50.41,78.32,0.50,"um","Spot","Position",14,1000000033,376
50.25,77.99,0.50,"um","Spot","Position",15,1000000033,417
49.67,77.62,0.50,"um","Spot","Position",16,1000000033,458
49.44,77.55,0.50,"um","Spot","Position",17,1000000033,505
107.18,27.51,0.50,"um","Spot","Position",8,1000000034,174
107.83,27.44,0.50,"um","Spot","Position",9,1000000034,206
104.34,29.51,0.50,"um","Spot","Position",10,1000000034,238
105.85,27.60,0.50,"um","Spot","Position",11,1000000034,273
106.35,27.46,0.50,"um","Spot","Position",12,1000000034,309
108.88,26.58,0.50,"um","Spot","Position",13,1000000034,347
112.04,25.56,0.50,"um","Spot","Position",14,1000000034,385
114.00,26.62,0.50,"um","Spot","Position",15,1000000034,429
115.09,25.80,0.50,"um","Spot","Position",16,1000000034,471
117.07,27.02,0.50,"um","Spot","Position",17,1000000034,519
118.40,24.14,0.50,"um","Spot","Position",18,1000000034,569
118.07,23.77,0.50,"um","Spot","Position",19,1000000034,617
120.26,21.60,0.50,"um","Spot","Position",20,1000000034,669
120.34,18.73,0.50,"um","Spot","Position",21,1000000034,718
121.51,19.58,0.50,"um","Spot","Position",22,1000000034,766
119.68,15.95,0.50,"um","Spot","Position",23,1000000034,812
122.28,14.76,0.50,"um","Spot","Position",24,1000000034,859
123.55,14.80,0.50,"um","Spot","Position",25,1000000034,908
122.21,11.94,0.50,"um","Spot","Position",26,1000000034,960
125.91,12.21,0.50,"um","Spot","Position",27,1000000034,1011
125.04,10.79,0.50,"um","Spot","Position",28,1000000034,1060
127.21,10.40,0.50,"um","Spot","Position",29,1000000034,1111
129.45,12.36,0.50,"um","Spot","Position",30,1000000034,1161
131.58,11.23,0.50,"um","Spot","Position",31,1000000034,1206
133.57,9.85,0.50,"um","Spot","Position",32,1000000034,1257
135.37,10.06,0.50,"um","Spot","Position",33,1000000034,1301
136.74,9.83,0.50,"um","Spot","Position",34,1000000034,1350
137.16,10.34,0.50,"um","Spot","Position",35,1000000034,1397
138.27,10.13,0.50,"um","Spot","Position",36,1000000034,1444
140.08,8.50,0.50,"um","Spot","Position",37,1000000034,1495
140.38,11.33,0.50,"um","Spot","Position",38,1000000034,1543
139.64,17.87,0.50,"um","Spot","Position",41,1000000034,1689
141.06,21.62,0.50,"um","Spot","Position",42,1000000034,1740
139.92,22.82,0.50,"um","Spot","Position",43,1000000034,1792
139.89,24.04,0.50,"um","Spot","Position",44,1000000034,1846
137.55,25.48,0.50,"um","Spot","Position",45,1000000034,1902
135.72,25.30,0.50,"um","Spot","Position",46,1000000034,1961
134.91,26.95,0.50,"um","Spot","Position",47,1000000034,2018
133.13,26.84,0.50,"um","Spot","Position",48,1000000034,2074
130.74,25.22,0.50,"um","Spot","Position",49,1000000034,2130
128.76,24.59,0.50,"um","Spot","Position",50,1000000034,2184
127.53,25.85,0.50,"um","Spot","Position",51,1000000034,2242
126.17,26.02,0.50,"um","Spot","Position",52,1000000034,2298
124.48,26.52,0.50,"um","Spot","Position",53,1000000034,2355
121.03,25.71,0.50,"um","Spot","Position",54,1000000034,2412
119.03,23.49,0.50,"um","Spot","Position",55,1000000034,2468
117.20,24.36,0.50,"um","Spot","Position",56,1000000034,2529
115.53,25.65,0.50,"um","Spot","Position",57,1000000034,2591
113.51,26.20,0.50,"um","Spot","Position",58,1000000034,2658
