"Position X","Position Y","Position Z","Unit","Category","Collection","Time","Parent","ID"
33.56,74.80,0.50,"um","Spot","Position",1,1000000000,0
33.42,65.42,0.50,"um","Spot","Position",2,1000000000,19
31.07,56.67,0.50,"um","Spot","Position",3,1000000000,40
29.32,50.04,0.50,"um","Spot","Position",4,1000000000,62
31.49,46.49,0.50,"um","Spot","Position",5,1000000000,86
34.18,47.95,0.50,"um","Spot","Position",6,1000000000,110
34.17,48.39,0.50,"um","Spot","Position",7,1000000000,135
33.36,47.71,0.50,"um","Spot","Position",8,1000000000,162
34.41,48.72,0.50,"um","Spot","Position",9,1000000000,194
32.42,47.03,0.50,"um","Spot","Position",10,1000000000,226
30.99,45.23,0.50,"um","Spot","Position",11,1000000000,260
31.42,45.15,0.50,"um","Spot","Position",12,1000000000,295
31.92,44.44,0.50,"um","Spot","Position",13,1000000000,334
31.08,44.10,0.50,"um","Spot","Position",14,1000000000,373
30.90,43.32,0.50,"um","Spot","Position",15,1000000000,413
30.47,42.99,0.50,"um","Spot","Position",16,1000000000,454
30.57,41.63,0.50,"um","Spot","Position",17,1000000000,502
30.95,41.31,0.50,"um","Spot","Position",18,1000000000,551
30.88,40.58,0.50,"um","Spot","Position",19,1000000000,600
30.36,39.00,0.50,"um","Spot","Position",20,1000000000,650
32.07,39.80,0.50,"um","Spot","Position",21,1000000000,698
33.11,39.74,0.50,"um","Spot","Position",22,1000000000,746
32.43,40.41,0.50,"um","Spot","Position",23,1000000000,795
33.84,39.46,0.50,"um","Spot","Position",24,1000000000,840
33.06,38.24,0.50,"um","Spot","Position",25,1000000000,889
32.08,36.19,0.50,"um","Spot","Position",26,1000000000,939
34.40,36.13,0.50,"um","Spot","Position",27,1000000000,992
33.26,35.24,0.50,"um","Spot","Position",28,1000000000,1041
36.97,34.43,0.50,"um","Spot","Position",29,1000000000,1093
36.33,35.56,0.50,"um","Spot","Position",30,1000000000,1142
34.71,34.06,0.50,"um","Spot","Position",31,1000000000,1188
32.66,19.64,0.50,"um","Spot","Position",32,1000000000,1235
31.63,19.37,0.50,"um","Spot","Position",33,1000000000,1282
31.58,20.95,0.50,"um","Spot","Position",34,1000000000,1330
30.56,22.29,0.50,"um","Spot","Position",35,1000000000,1376
28.68,21.93,0.50,"um","Spot","Position",36,1000000000,1424
29.48,23.09,0.50,"um","Spot","Position",37,1000000000,1472
27.50,22.06,0.50,"um","Spot","Position",38,1000000000,1523
26.54,24.00,0.50,"um","Spot","Position",39,1000000000,1571
26.13,23.24,0.50,"um","Spot","Position",40,1000000000,1619
25.64,22.94,0.50,"um","Spot","Position",41,1000000000,1665
23.94,23.13,0.50,"um","Spot","Position",42,1000000000,1714
22.05,25.33,0.50,"um","Spot","Position",44,1000000000,1818
20.94,25.72,0.50,"um","Spot","Position",45,1000000000,1872
19.52,26.47,0.50,"um","Spot","Position",46,1000000000,1932
20.05,28.34,0.50,"um","Spot","Position",47,1000000000,1988
21.46,29.96,0.50,"um","Spot","Position",48,1000000000,2046
19.84,30.28,0.50,"um","Spot","Position",49,1000000000,2103
22.89,32.40,0.50,"um","Spot","Position",50,1000000000,2163
22.51,33.69,0.50,"um","Spot","Position",51,1000000000,2219
50.30,184.22,0.50,"um","Spot","Position",1,1000000001,1
48.75,178.54,0.50,"um","Spot","Position",2,1000000001,21
48.77,171.01,0.50,"um","Spot","Position",3,1000000001,42
49.07,169.62,0.50,"um","Spot","Position",4,1000000001,63
49.46,168.23,0.50,"um","Spot","Position",5,1000000001,88
48.39,170.56,0.50,"um","Spot","Position",6,1000000001,112
49.15,171.04,0.50,"um","Spot","Position",7,1000000001,137
49.62,171.37,0.50,"um","Spot","Position",8,1000000001,164
49.83,171.74,0.50,"um","Spot","Position",9,1000000001,197
49.96,172.86,0.50,"um","Spot","Position",10,1000000001,229
50.67,175.05,0.50,"um","Spot","Position",11,1000000001,264
50.84,176.58,0.50,"um","Spot","Position",12,1000000001,300
51.19,179.36,0.50,"um","Spot","Position",13,1000000001,338
50.58,178.20,0.50,"um","Spot","Position",14,1000000001,377
51.78,179.14,0.50,"um","Spot","Position",15,1000000001,418
50.75,179.72,0.50,"um","Spot","Position",16,1000000001,460
51.28,179.02,0.50,"um","Spot","Position",17,1000000001,507
54.44,181.16,0.50,"um","Spot","Position",18,1000000001,555
53.60,181.34,0.50,"um","Spot","Position",19,1000000001,603
54.85,182.09,0.50,"um","Spot","Position",20,1000000001,654
56.17,182.45,0.50,"um","Spot","Position",21,1000000001,703
56.81,184.11,0.50,"um","Spot","Position",22,1000000001,751
57.27,184.18,0.50,"um","Spot","Position",23,1000000001,799
58.22,183.41,0.50,"um","Spot","Position",24,1000000001,846
58.97,184.09,0.50,"um","Spot","Position",25,1000000001,894
60.80,185.41,0.50,"um","Spot","Position",26,1000000001,944
62.77,186.14,0.50,"um","Spot","Position",27,1000000001,996
63.59,186.69,0.50,"um","Spot","Position",28,1000000001,1045
64.38,186.15,0.50,"um","Spot","Position",29,1000000001,1098
65.70,186.24,0.50,"um","Spot","Position",30,1000000001,1146
66.52,188.16,0.50,"um","Spot","Position",31,1000000001,1194
67.46,190.32,0.50,"um","Spot","Position",32,1000000001,1242
68.70,190.40,0.50,"um","Spot","Position",33,1000000001,1289
70.79,191.87,0.50,"um","Spot","Position",34,1000000001,1337
71.30,193.30,0.50,"um","Spot","Position",35,1000000001,1384
71.97,193.74,0.50,"um","Spot","Position",36,1000000001,1431
75.29,195.28,0.50,"um","Spot","Position",37,1000000001,1480
74.67,195.37,0.50,"um","Spot","Position",38,1000000001,1530
77.52,194.27,0.50,"um","Spot","Position",39,1000000001,1580
80.00,194.05,0.50,"um","Spot","Position",40,1000000001,1629
80.49,192.53,0.50,"um","Spot","Position",41,1000000001,1675
82.13,192.22,0.50,"um","Spot","Position",42,1000000001,1726
83.03,191.89,0.50,"um","Spot","Position",43,1000000001,1777
84.45,191.48,0.50,"um","Spot","Position",44,1000000001,1830
86.61,188.54,0.50,"um","Spot","Position",45,1000000001,1890
88.45,188.66,0.50,"um","Spot","Position",46,1000000001,1952
88.87,187.80,0.50,"um","Spot","Position",47,1000000001,2009
90.23,187.94,0.50,"um","Spot","Position",48,1000000001,2064
92.00,188.28,0.50,"um","Spot","Position",49,1000000001,2122
92.25,187.31,0.50,"um","Spot","Position",50,1000000001,2178
94.38,188.68,0.50,"um","Spot","Position",51,1000000001,2234
96.14,188.85,0.50,"um","Spot","Position",52,1000000001,2293
97.97,188.57,0.50,"um","Spot","Position",53,1000000001,2349
99.93,189.67,0.50,"um","Spot","Position",54,1000000001,2406
100.37,189.12,0.50,"um","Spot","Position",55,1000000001,2463
101.96,189.34,0.50,"um","Spot","Position",56,1000000001,2525
102.31,188.95,0.50,"um","Spot","Position",57,1000000001,2588
103.89,187.84,0.50,"um","Spot","Position",58,1000000001,2656
104.97,189.05,0.50,"um","Spot","Position",59,1000000001,2722
107.62,189.02,0.50,"um","Spot","Position",60,1000000001,2788
108.06,189.92,0.50,"um","Spot","Position",61,1000000001,2850
110.21,187.54,0.50,"um","Spot","Position",62,1000000001,2911
111.26,187.48,0.50,"um","Spot","Position",63,1000000001,2977
112.29,187.95,0.50,"um","Spot","Position",64,1000000001,3043
115.14,187.75,0.50,"um","Spot","Position",65,1000000001,3105
116.50,186.45,0.50,"um","Spot","Position",66,1000000001,3166
117.28,183.07,0.50,"um","Spot","Position",67,1000000001,3232
116.77,181.55,0.50,"um","Spot","Position",68,1000000001,3293
118.09,182.51,0.50,"um","Spot","Position",69,1000000001,3358
118.67,179.63,0.50,"um","Spot","Position",70,1000000001,3424
118.63,179.53,0.50,"um","Spot","Position",71,1000000001,3486
120.00,178.23,0.50,"um","Spot","Position",72,1000000001,3545
120.22,175.71,0.50,"um","Spot","Position",73,1000000001,3605
121.48,174.94,0.50,"um","Spot","Position",74,1000000001,3662
120.41,172.24,0.50,"um","Spot","Position",75,1000000001,3719
121.16,171.73,0.50,"um","Spot","Position",76,1000000001,3779
121.17,169.13,0.50,"um","Spot","Position",77,1000000001,3840
120.92,169.72,0.50,"um","Spot","Position",78,1000000001,3899
121.76,170.42,0.50,"um","Spot","Position",79,1000000001,3958
123.56,169.18,0.50,"um","Spot","Position",80,1000000001,4015
125.41,167.70,0.50,"um","Spot","Position",81,1000000001,4075
128.47,169.05,0.50,"um","Spot","Position",82,1000000001,4135
128.14,167.69,0.50,"um","Spot","Position",83,1000000001,4195
129.01,166.91,0.50,"um","Spot","Position",84,1000000001,4255
127.68,164.89,0.50,"um","Spot","Position",85,1000000001,4314
126.97,162.97,0.50,"um","Spot","Position",86,1000000001,4371
123.94,163.50,0.50,"um","Spot","Position",87,1000000001,4463
126.40,162.15,0.50,"um","Spot","Position",88,1000000001,4492
125.87,161.45,0.50,"um","Spot","Position",89,1000000001,4555
127.21,159.72,0.50,"um","Spot","Position",90,1000000001,4613
127.21,157.90,0.50,"um","Spot","Position",91,1000000001,4675
126.79,156.98,0.50,"um","Spot","Position",92,1000000001,4735
126.99,154.73,0.50,"um","Spot","Position",93,1000000001,4796
126.33,154.10,0.50,"um","Spot","Position",94,1000000001,4856
126.84,153.06,0.50,"um","Spot","Position",95,1000000001,4916
127.93,151.59,0.50,"um","Spot","Position",96,1000000001,4978
126.93,149.64,0.50,"um","Spot","Position",97,1000000001,5037
126.73,147.62,0.50,"um","Spot","Position",98,1000000001,5094
129.96,146.38,0.50,"um","Spot","Position",99,1000000001,5152
130.33,145.39,0.50,"um","Spot","Position",100,1000000001,5207
129.94,145.26,0.50,"um","Spot","Position",101,1000000001,5265
131.43,143.53,0.50,"um","Spot","Position",102,1000000001,5319
133.58,141.30,0.50,"um","Spot","Position",103,1000000001,5376
133.65,140.39,0.50,"um","Spot","Position",104,1000000001,5434
136.04,140.95,0.50,"um","Spot","Position",105,1000000001,5490
135.91,139.57,0.50,"um","Spot","Position",106,1000000001,5547
136.72,138.48,0.50,"um","Spot","Position",107,1000000001,5598
137.69,137.20,0.50,"um","Spot","Position",108,1000000001,5653
138.53,136.96,0.50,"um","Spot","Position",109,1000000001,5710
139.58,134.79,0.50,"um","Spot","Position",111,1000000001,5818
141.14,133.54,0.50,"um","Spot","Position",112,1000000001,5871
138.51,134.28,0.50,"um","Spot","Position",114,1000000001,5969
139.21,133.21,0.50,"um","Spot","Position",117,1000000001,6133
138.68,132.89,0.50,"um","Spot","Position",118,1000000001,6188
139.13,132.13,0.50,"um","Spot","Position",119,1000000001,6242
138.10,131.60,0.50,"um","Spot","Position",120,1000000001,6298
136.48,130.34,0.50,"um","Spot","Position",121,1000000001,6356
133.68,127.23,0.50,"um","Spot","Position",122,1000000001,6414
133.63,126.88,0.50,"um","Spot","Position",123,1000000001,6473
132.50,124.74,0.50,"um","Spot","Position",124,1000000001,6532
131.64,123.46,0.50,"um","Spot","Position",125,1000000001,6593
129.84,122.18,0.50,"um","Spot","Position",127,1000000001,6710
124.18,116.42,0.50,"um","Spot","Position",130,1000000001,6877
123.66,115.87,0.50,"um","Spot","Position",131,1000000001,6933
123.02,114.26,0.50,"um","Spot","Position",132,1000000001,6988
122.59,114.42,0.50,"um","Spot","Position",133,1000000001,7046
121.46,110.60,0.50,"um","Spot","Position",134,1000000001,7102
118.82,113.46,0.50,"um","Spot","Position",135,1000000001,7158
116.39,114.46,0.50,"um","Spot","Position",136,1000000001,7218
114.39,115.64,0.50,"um","Spot","Position",137,1000000001,7280
112.98,115.73,0.50,"um","Spot","Position",138,1000000001,7339
109.67,116.06,0.50,"um","Spot","Position",139,1000000001,7399
106.17,115.19,0.50,"um","Spot","Position",140,1000000001,7459
104.30,114.71,0.50,"um","Spot","Position",141,1000000001,7519
103.36,113.88,0.50,"um","Spot","Position",142,1000000001,7576
101.69,112.67,0.50,"um","Spot","Position",143,1000000001,7633
101.41,112.69,0.50,"um","Spot","Position",144,1000000001,7692
102.40,109.61,0.50,"um","Spot","Position",146,1000000001,7811
102.66,109.32,0.50,"um","Spot","Position",147,1000000001,7872
101.07,108.73,0.50,"um","Spot","Position",148,1000000001,7930
102.53,107.26,0.50,"um","Spot","Position",149,1000000001,7993
101.32,107.97,0.50,"um","Spot","Position",150,1000000001,8049
100.50,105.96,0.50,"um","Spot","Position",151,1000000001,8108
101.83,105.01,0.50,"um","Spot","Position",152,1000000001,8165
101.69,102.98,0.50,"um","Spot","Position",153,1000000001,8227
102.12,101.57,0.50,"um","Spot","Position",154,1000000001,8291
104.22,97.57,0.50,"um","Spot","Position",155,1000000001,8391
106.85,97.95,0.50,"um","Spot","Position",157,1000000001,8476
109.68,96.82,0.50,"um","Spot","Position",158,1000000001,8536
110.94,95.01,0.50,"um","Spot","Position",159,1000000001,8597
114.23,94.61,0.50,"um","Spot","Position",160,1000000001,8658
114.75,93.56,0.50,"um","Spot","Position",161,1000000001,8722
115.19,94.16,0.50,"um","Spot","Position",162,1000000001,8781
115.43,91.93,0.50,"um","Spot","Position",163,1000000001,8842
116.30,87.51,0.50,"um","Spot","Position",164,1000000001,8898
116.40,86.87,0.50,"um","Spot","Position",165,1000000001,8952
117.32,83.99,0.50,"um","Spot","Position",166,1000000001,9009
117.66,81.45,0.50,"um","Spot","Position",167,1000000001,9068
117.07,78.69,0.50,"um","Spot","Position",168,1000000001,9123
72.02,7.94,0.50,"um","Spot","Position",1,1000000002,2
67.97,0.69,0.50,"um","Spot","Position",2,1000000002,22
75.16,208.52,0.50,"um","Spot","Position",1,1000000003,3
75.04,208.18,0.50,"um","Spot","Position",2,1000000003,23
74.69,207.10,0.50,"um","Spot","Position",3,1000000003,43
74.86,204.96,0.50,"um","Spot","Position",4,1000000003,65
76.39,205.11,0.50,"um","Spot","Position",5,1000000003,90
77.28,204.57,0.50,"um","Spot","Position",6,1000000003,114
78.36,203.82,0.50,"um","Spot","Position",7,1000000003,140
80.66,204.51,0.50,"um","Spot","Position",8,1000000003,169
81.28,202.73,0.50,"um","Spot","Position",9,1000000003,202
82.87,202.71,0.50,"um","Spot","Position",10,1000000003,234
81.77,202.38,0.50,"um","Spot","Position",11,1000000003,268
84.56,199.85,0.50,"um","Spot","Position",12,1000000003,304
83.57,198.77,0.50,"um","Spot","Position",13,1000000003,342
85.87,199.92,0.50,"um","Spot","Position",14,1000000003,380
86.23,199.66,0.50,"um","Spot","Position",15,1000000003,422
88.70,200.18,0.50,"um","Spot","Position",16,1000000003,464
89.36,198.87,0.50,"um","Spot","Position",17,1000000003,513
90.47,197.92,0.50,"um","Spot","Position",18,1000000003,562
92.47,198.32,0.50,"um","Spot","Position",19,1000000003,610
93.42,198.00,0.50,"um","Spot","Position",20,1000000003,663
94.50,198.77,0.50,"um","Spot","Position",21,1000000003,713
96.33,200.66,0.50,"um","Spot","Position",22,1000000003,760
97.82,200.93,0.50,"um","Spot","Position",23,1000000003,809
99.29,201.42,0.50,"um","Spot","Position",24,1000000003,857
100.05,202.11,0.50,"um","Spot","Position",25,1000000003,904
101.22,202.41,0.50,"um","Spot","Position",26,1000000003,956
101.41,202.88,0.50,"um","Spot","Position",27,1000000003,1007
101.17,204.81,0.50,"um","Spot","Position",28,1000000003,1056
101.67,204.96,0.50,"um","Spot","Position",29,1000000003,1106
100.66,207.04,0.50,"um","Spot","Position",30,1000000003,1154
102.21,207.26,0.50,"um","Spot","Position",31,1000000003,1202
102.00,207.86,0.50,"um","Spot","Position",32,1000000003,1248
102.05,210.18,0.50,"um","Spot","Position",33,1000000003,1294
103.19,211.18,0.50,"um","Spot","Position",34,1000000003,1342
104.92,212.53,0.50,"um","Spot","Position",35,1000000003,1390
104.32,213.66,0.50,"um","Spot","Position",36,1000000003,1437
105.73,214.08,0.50,"um","Spot","Position",37,1000000003,1486
104.94,214.87,0.50,"um","Spot","Position",38,1000000003,1535
104.86,217.14,0.50,"um","Spot","Position",39,1000000003,1587
106.78,218.44,0.50,"um","Spot","Position",40,1000000003,1634
107.43,219.34,0.50,"um","Spot","Position",41,1000000003,1680
107.80,219.58,0.50,"um","Spot","Position",42,1000000003,1732
107.18,220.16,0.50,"um","Spot","Position",43,1000000003,1783
107.44,222.30,0.50,"um","Spot","Position",44,1000000003,1837
108.16,222.65,0.50,"um","Spot","Position",45,1000000003,1896
108.42,222.87,0.50,"um","Spot","Position",46,1000000003,1956
107.93,221.89,0.50,"um","Spot","Position",47,1000000003,2013
109.29,223.51,0.50,"um","Spot","Position",48,1000000003,2070
108.96,224.78,0.50,"um","Spot","Position",49,1000000003,2127
110.49,222.47,0.50,"um","Spot","Position",51,1000000003,2238
111.16,223.40,0.50,"um","Spot","Position",52,1000000003,2294
114.97,224.78,0.50,"um","Spot","Position",53,1000000003,2352
114.88,224.78,0.50,"um","Spot","Position",54,1000000003,2409
112.68,221.70,0.50,"um","Spot","Position",55,1000000003,2465
114.82,223.56,0.50,"um","Spot","Position",56,1000000003,2528
115.57,224.78,0.50,"um","Spot","Position",57,1000000003,2592
115.64,224.78,0.50,"um","Spot","Position",58,1000000003,2659
115.92,224.78,0.50,"um","Spot","Position",59,1000000003,2725
116.46,224.78,0.50,"um","Spot","Position",60,1000000003,2790
126.60,224.78,0.50,"um","Spot","Position",61,1000000003,2856
122.29,223.73,0.50,"um","Spot","Position",62,1000000003,2916
119.13,224.78,0.50,"um","Spot","Position",63,1000000003,2980
130.06,210.71,0.50,"um","Spot","Position",66,1000000003,3174
139.65,201.73,0.50,"um","Spot","Position",68,1000000003,3305
143.68,203.30,0.50,"um","Spot","Position",69,1000000003,3368
147.91,202.17,0.50,"um","Spot","Position",70,1000000003,3433
100.96,7.66,0.50,"um","Spot","Position",1,1000000004,4
100.49,7.81,0.50,"um","Spot","Position",2,1000000004,25
100.16,8.13,0.50,"um","Spot","Position",3,1000000004,45
99.75,8.32,0.50,"um","Spot","Position",4,1000000004,66
99.52,8.51,0.50,"um","Spot","Position",5,1000000004,92
99.44,8.19,0.50,"um","Spot","Position",6,1000000004,116
98.23,7.91,0.50,"um","Spot","Position",7,1000000004,141
98.50,9.43,0.50,"um","Spot","Position",8,1000000004,171
98.85,9.15,0.50,"um","Spot","Position",9,1000000004,204
99.07,9.01,0.50,"um","Spot","Position",10,1000000004,236
98.99,9.67,0.50,"um","Spot","Position",11,1000000004,270
99.07,9.08,0.50,"um","Spot","Position",12,1000000004,306
99.35,9.26,0.50,"um","Spot","Position",13,1000000004,345
98.18,10.07,0.50,"um","Spot","Position",14,1000000004,382
98.88,10.40,0.50,"um","Spot","Position",15,1000000004,425
97.09,9.40,0.50,"um","Spot","Position",16,1000000004,467
97.12,9.86,0.50,"um","Spot","Position",17,1000000004,515
97.66,9.99,0.50,"um","Spot","Position",18,1000000004,565
97.57,9.47,0.50,"um","Spot","Position",19,1000000004,613
95.97,9.04,0.50,"um","Spot","Position",20,1000000004,664
95.65,8.13,0.50,"um","Spot","Position",21,1000000004,714
99.15,6.10,0.50,"um","Spot","Position",22,1000000004,762
96.45,7.31,0.50,"um","Spot","Position",23,1000000004,808
95.94,5.53,0.50,"um","Spot","Position",24,1000000004,854
96.33,6.80,0.50,"um","Spot","Position",25,1000000004,901
98.75,6.55,0.50,"um","Spot","Position",26,1000000004,953
98.35,6.28,0.50,"um","Spot","Position",27,1000000004,1005
97.53,6.67,0.50,"um","Spot","Position",28,1000000004,1053
99.39,7.82,0.50,"um","Spot","Position",29,1000000004,1104
100.46,7.71,0.50,"um","Spot","Position",30,1000000004,1152
101.18,8.59,0.50,"um","Spot","Position",31,1000000004,1200
100.92,6.59,0.50,"um","Spot","Position",32,1000000004,1247
106.38,0.22,0.50,"um","Spot","Position",33,1000000004,1296
107.03,1.32,0.50,"um","Spot","Position",34,1000000004,1344
107.16,0.22,0.50,"um","Spot","Position",35,1000000004,1391
106.06,0.22,0.50,"um","Spot","Position",36,1000000004,1438
108.69,0.22,0.50,"um","Spot","Position",37,1000000004,1487
104.82,0.22,0.50,"um","Spot","Position",39,1000000004,1586
101.40,3.29,0.50,"um","Spot","Position",40,1000000004,1632
97.99,4.44,0.50,"um","Spot","Position",41,1000000004,1677
93.41,8.04,0.50,"um","Spot","Position",42,1000000004,1728
91.58,13.85,0.50,"um","Spot","Position",43,1000000004,1779
85.47,19.32,0.50,"um","Spot","Position",44,1000000004,1831
84.78,16.44,0.50,"um","Spot","Position",45,1000000004,1888
85.14,14.78,0.50,"um","Spot","Position",46,1000000004,1950
84.99,14.32,0.50,"um","Spot","Position",47,1000000004,2007
85.53,13.91,0.50,"um","Spot","Position",48,1000000004,2063
86.84,11.77,0.50,"um","Spot","Position",49,1000000004,2121
87.07,9.64,0.50,"um","Spot","Position",50,1000000004,2177
87.63,7.34,0.50,"um","Spot","Position",51,1000000004,2232
87.13,6.22,0.50,"um","Spot","Position",52,1000000004,2288
86.43,4.75,0.50,"um","Spot","Position",53,1000000004,2345
85.10,3.36,0.50,"um","Spot","Position",54,1000000004,2401
87.27,2.35,0.50,"um","Spot","Position",55,1000000004,2459
87.40,0.22,0.50,"um","Spot","Position",56,1000000004,2522
100.71,67.62,0.50,"um","Spot","Position",1,1000000005,5
99.60,67.71,0.50,"um","Spot","Position",2,1000000005,24
99.71,67.09,0.50,"um","Spot","Position",3,1000000005,44
100.67,67.42,0.50,"um","Spot","Position",4,1000000005,67
100.99,68.54,0.50,"um","Spot","Position",5,1000000005,93
101.50,70.43,0.50,"um","Spot","Position",6,1000000005,117
101.75,71.52,0.50,"um","Spot","Position",7,1000000005,143
102.60,73.71,0.50,"um","Spot","Position",8,1000000005,172
99.76,76.20,0.50,"um","Spot","Position",10,1000000005,237
99.46,77.30,0.50,"um","Spot","Position",11,1000000005,271
100.54,80.29,0.50,"um","Spot","Position",12,1000000005,307
99.12,78.60,0.50,"um","Spot","Position",13,1000000005,344
98.84,78.98,0.50,"um","Spot","Position",14,1000000005,383
98.11,80.50,0.50,"um","Spot","Position",15,1000000005,424
95.79,81.95,0.50,"um","Spot","Position",16,1000000005,466
92.83,82.78,0.50,"um","Spot","Position",17,1000000005,514
95.63,84.00,0.50,"um","Spot","Position",18,1000000005,564
95.91,87.72,0.50,"um","Spot","Position",19,1000000005,612
97.32,88.66,0.50,"um","Spot","Position",20,1000000005,665
97.68,89.75,0.50,"um","Spot","Position",21,1000000005,715
98.21,90.07,0.50,"um","Spot","Position",22,1000000005,761
101.15,90.04,0.50,"um","Spot","Position",23,1000000005,811
101.74,91.16,0.50,"um","Spot","Position",24,1000000005,858
100.86,95.33,0.50,"um","Spot","Position",26,1000000005,955
95.46,95.70,0.50,"um","Spot","Position",28,1000000005,1052
94.58,95.01,0.50,"um","Spot","Position",29,1000000005,1103
93.87,97.07,0.50,"um","Spot","Position",30,1000000005,1150
93.51,98.30,0.50,"um","Spot","Position",31,1000000005,1198
91.65,98.76,0.50,"um","Spot","Position",32,1000000005,1245
90.68,99.21,0.50,"um","Spot","Position",33,1000000005,1292
90.31,100.06,0.50,"um","Spot","Position",34,1000000005,1340
87.77,99.17,0.50,"um","Spot","Position",35,1000000005,1387
88.17,100.81,0.50,"um","Spot","Position",36,1000000005,1434
84.30,100.49,0.50,"um","Spot","Position",37,1000000005,1482
84.43,98.12,0.50,"um","Spot","Position",38,1000000005,1532
81.93,97.61,0.50,"um","Spot","Position",39,1000000005,1582
81.30,94.40,0.50,"um","Spot","Position",42,1000000005,1725
80.97,91.85,0.50,"um","Spot","Position",43,1000000005,1776
79.41,88.77,0.50,"um","Spot","Position",45,1000000005,1887
81.39,88.75,0.50,"um","Spot","Position",46,1000000005,1947
80.33,87.86,0.50,"um","Spot","Position",47,1000000005,2004
84.97,86.51,0.50,"um","Spot","Position",48,1000000005,2061
85.33,86.07,0.50,"um","Spot","Position",49,1000000005,2120
85.96,84.71,0.50,"um","Spot","Position",50,1000000005,2176
87.69,83.88,0.50,"um","Spot","Position",51,1000000005,2233
87.73,83.93,0.50,"um","Spot","Position",52,1000000005,2289
90.20,84.58,0.50,"um","Spot","Position",53,1000000005,2347
85.40,80.24,0.50,"um","Spot","Position",54,1000000005,2402
88.35,78.15,0.50,"um","Spot","Position",55,1000000005,2460
87.83,78.04,0.50,"um","Spot","Position",56,1000000005,2523
90.32,76.36,0.50,"um","Spot","Position",57,1000000005,2587
91.95,76.84,0.50,"um","Spot","Position",58,1000000005,2653
91.70,76.71,0.50,"um","Spot","Position",59,1000000005,2719
93.43,76.94,0.50,"um","Spot","Position",60,1000000005,2784
95.17,74.00,0.50,"um","Spot","Position",61,1000000005,2847
97.29,72.74,0.50,"um","Spot","Position",62,1000000005,2908
97.19,72.93,0.50,"um","Spot","Position",63,1000000005,2973
99.35,75.29,0.50,"um","Spot","Position",64,1000000005,3038
100.16,72.15,0.50,"um","Spot","Position",65,1000000005,3099
109.34,69.15,0.50,"um","Spot","Position",1,1000000006,6
107.24,63.40,0.50,"um","Spot","Position",2,1000000006,26
106.73,59.17,0.50,"um","Spot","Position",3,1000000006,46
106.92,53.28,0.50,"um","Spot","Position",4,1000000006,68
105.09,49.32,0.50,"um","Spot","Position",5,1000000006,94
104.40,49.97,0.50,"um","Spot","Position",6,1000000006,118
103.60,50.53,0.50,"um","Spot","Position",7,1000000006,144
105.07,52.22,0.50,"um","Spot","Position",8,1000000006,173
104.20,48.97,0.50,"um","Spot","Position",9,1000000006,205
104.27,50.54,0.50,"um","Spot","Position",10,1000000006,239
104.49,52.53,0.50,"um","Spot","Position",11,1000000006,272
102.64,53.06,0.50,"um","Spot","Position",12,1000000006,308
100.37,54.81,0.50,"um","Spot","Position",13,1000000006,346
101.88,56.41,0.50,"um","Spot","Position",14,1000000006,384
102.36,55.85,0.50,"um","Spot","Position",15,1000000006,426
101.78,58.06,0.50,"um","Spot","Position",16,1000000006,468
102.63,56.24,0.50,"um","Spot","Position",17,1000000006,516
102.08,54.52,0.50,"um","Spot","Position",18,1000000006,566
101.19,56.21,0.50,"um","Spot","Position",19,1000000006,614
100.23,57.89,0.50,"um","Spot","Position",20,1000000006,666
100.94,58.20,0.50,"um","Spot","Position",21,1000000006,716
100.65,59.63,0.50,"um","Spot","Position",22,1000000006,763
100.45,60.79,0.50,"um","Spot","Position",23,1000000006,810
99.01,61.32,0.50,"um","Spot","Position",24,1000000006,856
99.17,63.60,0.50,"um","Spot","Position",25,1000000006,902
100.85,63.52,0.50,"um","Spot","Position",26,1000000006,954
99.84,64.72,0.50,"um","Spot","Position",27,1000000006,1006
100.79,68.33,0.50,"um","Spot","Position",28,1000000006,1055
101.20,71.50,0.50,"um","Spot","Position",29,1000000006,1105
100.33,73.51,0.50,"um","Spot","Position",30,1000000006,1153
102.38,77.16,0.50,"um","Spot","Position",31,1000000006,1201
103.81,81.04,0.50,"um","Spot","Position",32,1000000006,1249
104.84,82.97,0.50,"um","Spot","Position",33,1000000006,1295
103.35,85.68,0.50,"um","Spot","Position",34,1000000006,1343
103.13,86.44,0.50,"um","Spot","Position",35,1000000006,1389
103.55,86.61,0.50,"um","Spot","Position",36,1000000006,1436
101.20,86.00,0.50,"um","Spot","Position",37,1000000006,1484
98.92,86.30,0.50,"um","Spot","Position",38,1000000006,1534
98.33,85.86,0.50,"um","Spot","Position",39,1000000006,1584
97.09,88.87,0.50,"um","Spot","Position",40,1000000006,1631
98.68,89.78,0.50,"um","Spot","Position",41,1000000006,1678
94.77,91.40,0.50,"um","Spot","Position",42,1000000006,1729
92.00,93.82,0.50,"um","Spot","Position",43,1000000006,1780
88.46,96.33,0.50,"um","Spot","Position",44,1000000006,1833
87.29,98.31,0.50,"um","Spot","Position",45,1000000006,1892
88.21,100.00,0.50,"um","Spot","Position",46,1000000006,1951
86.00,103.09,0.50,"um","Spot","Position",47,1000000006,2008
84.25,104.29,0.50,"um","Spot","Position",48,1000000006,2060
81.97,107.73,0.50,"um","Spot","Position",49,1000000006,2118
81.15,110.06,0.50,"um","Spot","Position",50,1000000006,2174
